_id,id,name,year,duration,genre,actors,Up_System
769,770,Tekken,2010,92 min,"Action, Crime, Drama","Jon Foo,Kelly Overton,Cary-Hiroyuki Tagawa,Ian Anthony Dale",CM
770,771,The Relic,1997,110 min,"Horror, Mystery, Sci-Fi","Penelope Ann Miller,Tom Sizemore,Linda Hunt,James Whitmore",CM
771,772,The City of Lost Children,1995,112 min,"Fantasy, Sci-Fi","Ron Perlman,Daniel Emilfork,Judith Vittet,Dominique Pinon",CM
772,773,Zoom,2006,83 min,"Action, Adventure, Comedy","Tim Allen,Courteney Cox,Chevy Chase,Spencer Breslin",CM
773,774,A Boy and His Dog,1975,91 min,"Comedy, Drama, Sci-Fi","Don Johnson,Jason Robards,Susanne Benton,Tim McIntire",CM
774,775,Shivers,1975,87 min,"Horror, Sci-Fi","Paul Hampton,Joe Silver,Lynn Lowry,Allan Kolman",CM
775,776,Batman: Bad Blood,2016,72 min,"Animation, Action, Adventure","Jason O'Mara,Yvonne Strahovski,Stuart Allan,Sean Maher",CM
776,777,Invasion of the Body Snatchers,1956,80 min,"Drama, Horror, Sci-Fi","Kevin McCarthy,Dana Wynter,Larry Gates,King Donovan",CM
777,778,Splinter,2008,82 min,"Horror, Sci-Fi, Thriller","Shea Whigham,Jill Wagner,Paulo Costanzo,Charles Baker",CM
778,779,Just Visiting,2001,88 min,"Comedy, Fantasy, Sci-Fi","Jean Reno,Christina Applegate,Christian Clavier,Matt Ross",CM
779,780,Timecop,1994,99 min,"Action, Crime, Sci-Fi","Jean-Claude Van Damme,Mia Sara,Ron Silver,Bruce McGill",CM
780,781,Team Thor,2016,4 min,"Short, Comedy, Fantasy","Chris Hemsworth,Mark Ruffalo,Daley Pearson",CM
781,782,Flubber,1997,93 min,"Comedy, Family, Sci-Fi","Robin Williams,Marcia Gay Harden,Christopher McDonald,Ted Levine",CM
782,783,Godzilla,1954,96 min,"Drama, Horror, Sci-Fi","Takashi Shimura,Akihiko Hirata,Akira Takarada,Momoko Kchi",CM
783,784,The Rover,2014,103 min,"Action, Crime, Drama","Guy Pearce,Robert Pattinson,Scoot McNairy,David Field",CM
784,785,The Arrival,1996,115 min,"Sci-Fi, Thriller","Charlie Sheen,Lindsay Crouse,Richard Schiff,Shane",CM
785,786,The Invasion,2007,99 min,"Sci-Fi, Thriller","Nicole Kidman,Daniel Craig,Jeremy Northam,Jackson Bond",CM
786,787,Revolt,2017,87 min,"Action, Sci-Fi, War","Lee Pace,Brnice Marlohe,Jason Flemyng,Sibulele Gcilitshana",CM
787,788,Blindness,2008,121 min,"Drama, Mystery, Sci-Fi","Julianne Moore,Mark Ruffalo,Gael Garca Bernal,Ysuke Iseya",CM
788,789,The Box,2009,115 min,"Drama, Fantasy, Mystery","Cameron Diaz,James Marsden,Frank Langella,James Rebhorn",CM
789,790,It Lives Again,1978,91 min,"Horror, Sci-Fi","Frederic Forrest,Kathleen Lloyd,John P. Ryan,John Marley",CM
790,791,Fantastic Planet,1973,72 min,"Animation, Sci-Fi","Barry Bostwick,Jennifer Drake,Eric Baugin,Jean Topart",CM
791,792,Time Lapse,2014,104 min,"Sci-Fi, Thriller","Danielle Panabaker,Matt O'Leary,George Finn,John Rhys-Davies",CM
792,793,The Girl Who Leapt Through Time,2006,98 min,"Animation, Adventure, Comedy","Riisa Naka,Takuya Ishida,Mitsutaka Itakura,Ayami Kakiuchi",CM
793,794,District B13,2004,84 min,"Action, Crime, Sci-Fi","Cyril Raffaelli,David Belle,Tony D'Amario,Bibi Naceri",CM
794,795,Devil's Gate,2017,94 min,"Horror, Sci-Fi, Thriller","Amanda Schull,Shawn Ashmore,Milo Ventimiglia,Bridget Regan",CM
795,796,Critters 2,1988,86 min,"Comedy, Horror, Sci-Fi","Scott Grimes,Liane Curtis,Terrence Mann,Don Keith Opper",CM
796,797,Twisted Pair,2018,89 min,"Drama, Sci-Fi, Thriller","Neil Breen,Sara Meritt,Siohbon Chevy Ebrahimi,Denise Bellini",CM
797,798,The Tuxedo,2002,98 min,"Action, Comedy, Sci-Fi","Jackie Chan,Jennifer Love Hewitt,Jason Isaacs,Debi Mazar",CM
798,799,Body Snatchers,1993,87 min,"Horror, Sci-Fi","Gabrielle Anwar,Meg Tilly,Terry Kinney,Reilly Murphy",CM
799,800,Brainstorm,1983,106 min,"Sci-Fi, Thriller","Christopher Walken,Natalie Wood,Louise Fletcher,Cliff Robertson",CM
800,801,Maximum Ride,2016,88 min,"Action, Adventure, Comedy","Allie Marie Evans,Patrick Johnson,Lyliana Wray,Luke Gregory Crosby",CM
801,802,Viral,2016,85 min,"Drama, Horror, Sci-Fi","Sofia Black-D'Elia,Analeigh Tipton,Travis Tope,Michael Kelly",CM
802,803,Alone in the Dark,2005,96 min,"Action, Horror, Sci-Fi","Christian Slater,Tara Reid,Stephen Dorff,Frank C. Turner",CM
803,804,The Hive,2014,93 min,"Horror, Sci-Fi, Thriller","Gabriel Basso,Sean Gunn,Kathryn Prescott,Gabrielle Walsh",CM
804,805,Dr. Goldfoot and the Bikini Machine,1965,88 min,"Comedy, Sci-Fi","Vincent Price,Frankie Avalon,Dwayne Hickman,Susan Hart",CM
805,806,Bride of Frankenstein,1935,75 min,"Drama, Horror, Sci-Fi","Boris Karloff,Elsa Lanchester,Colin Clive,Valerie Hobson",CM
806,807,The One,2001,87 min,"Action, Sci-Fi, Thriller","Jet Li,Carla Gugino,Delroy Lindo,Jason Statham",CM
807,808,Runaway,1984,99 min,"Action, Crime, Sci-Fi","Tom Selleck,Cynthia Rhodes,Gene Simmons,Kirstie Alley",CM
808,809,Ticks,1993,85 min,"Horror, Sci-Fi","Rosalind Allen,Ami Dolenz,Seth Green,Virginya Keehne",CM
809,810,Extraterrestrial,2014,101 min,"Horror, Mystery, Sci-Fi","Brittany Allen,Freddie Stroma,Jesse Moss,Anja Savcic",CM
810,811,The Rage: Carrie 2,1999,104 min,"Horror, Sci-Fi, Thriller","Emily Bergl,Jason London,Dylan Bruno,J. Smith-Cameron",CM
811,812,Damnation Alley,1977,91 min,Sci-Fi,"Jan-Michael Vincent,George Peppard,Dominique Sanda,Paul Winfield",CM
812,813,Max Steel,2016,92 min,"Action, Adventure, Family","Ben Winchell,Josh Brener,Maria Bello,Andy Garcia",CM
813,814,Repo! The Genetic Opera,2008,98 min,"Horror, Musical, Sci-Fi","Paul Sorvino,Anthony Head,Alexa PenaVega,Sarah Brightman",CM
814,815,Heavy Metal 2000,2000,88 min,"Animation, Action, Adventure","Michael Ironside,Julie Strain,Billy Idol,Pier Paquette",CM
815,816,Chain Reaction,1996,107 min,"Action, Drama, Sci-Fi","Keanu Reeves,Morgan Freeman,Rachel Weisz,Fred Ward",CM
816,817,The Rezort,2015,93 min,"Horror, Sci-Fi, Thriller","Dougray Scott,Jessica De Gouw,Martin McCann,Claire Goose",CM
817,818,Justice League Dark,2017,75 min,"Animation, Action, Fantasy","Rosario Dawson,Camilla Luddington,Jerry O'Connell,Jeremy Davies",CM
818,819,The Animal,2001,84 min,"Comedy, Sci-Fi","Rob Schneider,Colleen Haskell,John C. McGinley,Edward Asner",CM
819,820,Silent Running,1972,89 min,"Drama, Sci-Fi","Bruce Dern,Cliff Potts,Ron Rifkin,Jesse Vint",CM
820,821,Highlander: The Final Dimension,1994,99 min,"Action, Fantasy, Romance","Christopher Lambert,Mario Van Peebles,Deborah Kara Unger,Mako",CM
821,822,The Fury,1978,118 min,"Horror, Sci-Fi","Kirk Douglas,John Cassavetes,Carrie Snodgress,Charles Durning",CM
822,823,Death House,2017,95 min,"Action, Crime, Horror","Cody Longo,Cortney Palm,Adrienne Barbeau,Michael Berryman",CM
823,824,Night of the Creeps,1986,88 min,"Comedy, Horror, Sci-Fi","Jason Lively,Tom Atkins,Steve Marshall,Jill Whitlow",CM
824,825,Teenage Mutant Ninja Turtles III,1993,96 min,"Action, Adventure, Comedy","Elias Koteas,Paige Turco,Stuart Wilson,Sab Shimono",CM
825,826,Steel,1997,97 min,"Action, Crime, Sci-Fi","Shaquille O'Neal,Annabeth Gish,Judd Nelson,Richard Roundtree",CM
826,827,Airplane II: The Sequel,1982,85 min,"Comedy, Sci-Fi","Robert Hays,Julie Hagerty,Lloyd Bridges,Raymond Burr",CM
827,828,Radius,2017,93 min,"Sci-Fi, Thriller","Diego Klattenhoff,Charlotte Sullivan,Brett Donahue,Bradley Sawatzky",CM
828,829,Dr. Goldfoot and the Girl Bombs,1966,82 min,"Adventure, Comedy, Sci-Fi","Vincent Price,Fabian,Franco Franchi,Ciccio Ingrassia",CM
829,830,Rememory,2017,111 min,"Drama, Mystery, Sci-Fi","Peter Dinklage,Matt Ellis,Jordana Largy,Martin Donovan",CM
830,831,Supernova,2000,90 min,"Horror, Sci-Fi, Thriller","James Spader,Peter Facinelli,Robin Tunney,Angela Bassett",CM
831,832,Halo 4: Forward Unto Dawn,2012,100 min,"Action, Adventure, Sci-Fi","Thom Green,Anna Popplewell,Enisha Brewster,Ayelet Zurer",CM
832,833,Them!,1954,94 min,"Horror, Sci-Fi","James Whitmore,Edmund Gwenn,Joan Weldon,James Arness",CM
833,834,The Butterfly Effect 2,2006,92 min,"Drama, Sci-Fi, Thriller","Eric Lively,Erica Durance,Dustin Milligan,Gina Holden",CM
834,835,Teen Titans: The Judas Contract,2017,84 min,"Animation, Action, Adventure","Stuart Allan,Jake T. Austin,Taissa Farmiga,Sean Maher",CM
835,836,400 Days,2015,91 min,"Mystery, Sci-Fi, Thriller","Brandon Routh,Dane Cook,Caity Lotz,Ben Feldman",CM
836,837,Dark Star,1974,83 min,"Comedy, Sci-Fi","Dan O'Bannon,Dre Pahich,Brian Narelle,Cal Kuniholm",CM
837,838,The Forgotten,2004,91 min,"Drama, Horror, Mystery","Julianne Moore,Dominic West,Christopher Kovaleski,Matthew Pleszewicz",CM
838,839,Kingsglaive: Final Fantasy XV,2016,110 min,"Animation, Action, Adventure","Aaron Paul,Lena Headey,Sean Bean,Neil Newbon",CM
839,840,Synchronicity,2015,101 min,"Drama, Mystery, Romance","Chad McKnight,Brianne Davis,AJ Bowen,Scott Poythress",CM
840,841,John Dies at the End,2012,99 min,"Comedy, Horror, Sci-Fi","Chase Williamson,Rob Mayes,Paul Giamatti,Clancy Brown",CM
841,842,Species II,1998,93 min,"Action, Horror, Sci-Fi","Natasha Henstridge,Michael Madsen,Marg Helgenberger,Mykelti Williamson",CM
842,843,Sleight,2016,89 min,"Action, Drama, Sci-Fi","Jacob Latimore,Seychelle Gabriel,Storm Reid,Donzaleigh Abernathy",CM
843,844,Nemesis,1992,95 min,"Action, Sci-Fi, Thriller","Olivier Gruner,Tim Thomerson,Cary-Hiroyuki Tagawa,Merle Kennedy",CM
844,845,Virtuosity,1995,106 min,"Action, Crime, Sci-Fi","Denzel Washington,Russell Crowe,Kelly Lynch,Stephen Spinella",CM
845,846,Screamers,1995,108 min,"Horror, Sci-Fi, Thriller","Peter Weller,Roy Dupuis,Jennifer Rubin,Andrew Lauer",CM
846,847,Beneath the Planet of the Apes,1970,95 min,"Action, Adventure, Sci-Fi","James Franciscus,Kim Hunter,Maurice Evans,Linda Harrison",CM
847,848,Blue Thunder,1983,109 min,"Action, Crime, Drama","Roy Scheider,Warren Oates,Candy Clark,Daniel Stern",CM
848,849,The Hidden,1987,97 min,"Action, Crime, Horror","Kyle MacLachlan,Michael Nouri,Claudia Christian,Clarence Felder",CM
849,850,The Meteor Man,1993,100 min,"Action, Comedy, Fantasy","Robert Townsend,Marla Gibbs,Eddie Griffin,Robert Guillaume",CM
850,851,Pokmon: The First Movie - Mewtwo Strikes Back,1998,96 min,"Animation, Action, Adventure","Veronica Taylor,Rachael Lillis,Eric Stuart,Jay Goede",CM
851,852,Swamp Shark,2011,85 min,"Action, Adventure, Comedy","Christopher Berry,Wade Boggs,Marcus Lyle Brown,Jason Rogel",CM
852,853,"Batman: The Dark Knight Returns, Part 2",2013,76 min,"Animation, Action, Adventure","Peter Weller,Ariel Winter,Michael Emerson,David Selby",CM
853,854,Outland,1981,109 min,"Action, Crime, Sci-Fi","Sean Connery,Frances Sternhagen,Peter Boyle,James Sikking",CM
854,855,Final Fantasy: The Spirits Within,2001,106 min,"Animation, Action, Adventure","Alec Baldwin,Steve Buscemi,Ming-Na Wen,Ving Rhames",CM
855,856,Double Team,1997,93 min,"Action, Comedy, Sci-Fi","Jean-Claude Van Damme,Dennis Rodman,Mickey Rourke,Paul Freeman",CM
856,857,Alligator,1980,91 min,"Horror, Sci-Fi, Thriller","Robert Forster,Robin Riker,Michael V. Gazzo,Dean Jagger",CM
857,858,Dreamscape,1984,99 min,"Action, Adventure, Horror","Dennis Quaid,Max von Sydow,Christopher Plummer,Eddie Albert",CM
858,859,Super Fuzz,1980,97 min,"Action, Comedy, Fantasy","Terence Hill,Ernest Borgnine,Joanne Dru,Marc Lawrence",CM
859,860,Wizards,1977,80 min,"Animation, Adventure, Fantasy","Bob Holt,Jesse Welles,Richard Romanus,David Proval",CM
860,861,Pulse,2006,90 min,"Horror, Sci-Fi","Kristen Bell,Rick Gonzalez,Christina Milian,Ian Somerhalder",CM
861,862,Injustice 2,2017,330 min,"Action, Adventure, Drama","Phil LaMarr,Vanessa Marshall,Khary Payton,Taliesin Jaffe",CM
862,863,Phantoms,1998,96 min,"Horror, Sci-Fi, Thriller","Peter O'Toole,Rose McGowan,Joanna Going,Liev Schreiber",CM
863,864,Gunnm,1993,54 min,"Animation, Action, Crime","Miki It,Shunsuke Kariya,Kappei Yamaguchi,Edward Glen",CM
864,865,Flesh Gordon,1974,78 min,"Comedy, Sci-Fi","Jason Williams,Suzanne Fields,Joseph Hudgins,William Dennis Hunt",CM
865,866,Minotaur,2006,93 min,"Action, Adventure, Fantasy","Tom Hardy,Michelle Van Der Water,Tony Todd,Lex Shrapnel",CM
866,867,Time After Time,1979,112 min,"Adventure, Drama, Sci-Fi","Malcolm McDowell,Mary Steenburgen,David Warner,Charles Cioffi",CM
867,868,Evils of the Night,1985,84 min,"Horror, Sci-Fi","Neville Brand,Aldo Ray,Tina Louise,John Carradine",CM
868,869,The Survivalist,2015,104 min,"Drama, Sci-Fi, Thriller","Mia Goth,Barry Ward,Olwen Four,Ryan McParland",CM
869,870,Planet 51,2009,91 min,"Animation, Adventure, Comedy","Dwayne Johnson,Seann William Scott,Jessica Biel,Justin Long",CM
870,871,Battlestar Galactica: Razor,2007,101 min,"Action, Drama, Sci-Fi","Edward James Olmos,Mary McDonnell,Katee Sackhoff,Jamie Bamber",CM
871,872,Infini,2015,110 min,"Horror, Sci-Fi, Thriller","Daniel MacPherson,Grace Huang,Luke Hemsworth,Luke Ford",CM
872,873,Piranha,1978,94 min,"Comedy, Horror, Sci-Fi","Bradford Dillman,Heather Menzies-Urich,Kevin McCarthy,Keenan Wynn",CM
873,874,Puppetmaster,1989,90 min,"Fantasy, Horror, Sci-Fi","Paul Le Mat,William Hickey,Irene Miracle,Jimmie F. Skaggs",CM
874,875,The Thinning,2016,81 min,"Action, Drama, Horror","Logan Paul,Peyton List,Lia Marie Johnson,Calum Worthy",CM
875,876,Journey to the Center of the Earth,1959,132 min,"Adventure, Family, Fantasy","James Mason,Pat Boone,Arlene Dahl,Diane Baker",CM
876,877,Flash Gordon,1936,245 min,"Action, Adventure, Sci-Fi","Buster Crabbe,Jean Rogers,Charles Middleton,Priscilla Lawson",CM
877,878,The Brood,1979,92 min,"Horror, Sci-Fi","Oliver Reed,Samantha Eggar,Art Hindle,Henry Beckman",CM
878,879,The Return of Swamp Thing,1989,88 min,"Sci-Fi, Horror, Comedy","Dick Durock,Heather Locklear,Louis Jourdan,Sarah Douglas",CM
879,880,Batman: Under the Red Hood,2010,75 min,"Animation, Action, Crime","Bruce Greenwood,Jensen Ackles,John DiMaggio,Neil Patrick Harris",CM
880,881,The Unseen,2016,108 min,"Action, Horror, Sci-Fi","Aden Young,Camille Sullivan,Julia Sarah Stone,Ben Cotton",CM
881,882,The Divide,2011,112 min,"Drama, Horror, Sci-Fi","Lauren German,Michael Biehn,Milo Ventimiglia,Courtney B. Vance",CM
882,883,Mars Needs Moms,2011,88 min,"Animation, Adventure, Family","Seth Green,Joan Cusack,Dan Fogler,Elisabeth Harnois",CM
883,884,S1m0ne,2002,117 min,"Comedy, Drama, Sci-Fi","Al Pacino,Catherine Keener,Rachel Roberts,Benjamin Salisbury",CM
884,885,Double Dragon,1994,96 min,"Action, Adventure, Comedy","Robert Patrick,Mark Dacascos,Scott Wolf,Kristina Wagner",CM
885,886,Star Wars: The Clone Wars,2008,98 min,"Animation, Action, Adventure","Matt Lanter,Nika Futterman,Tom Kane,Ashley Eckstein",CM
886,887,Hobgoblins,1988,88 min,"Comedy, Horror, Sci-Fi","Tom Bartlett,Paige Sullivan,Steven Boggs,Kelley Palmer",CM
887,888,Amazon Women on the Moon,1987,85 min,"Comedy, Sci-Fi","Rosanna Arquette,Michelle Pfeiffer,Arsenio Hall,Donald F. Muhich",CM
888,889,Scorched Earth,2018,96 min,"Action, Sci-Fi","Gina Carano,Ryan Robbins,John Hannah,Dean Jagger",CM
889,890,"Tetsuo, the Iron Man",1989,67 min,"Horror, Sci-Fi","Tomor Taguchi,Kei Fujiwara,Nobu Kanaoka,Shin'ya Tsukamoto",CM
890,891,The Blob,1958,86 min,"Horror, Sci-Fi","Steve McQueen,Aneta Corsaut,Earl Rowe,Olin Howland",CM
891,892,Batman: Mask of the Phantasm,1993,76 min,"Animation, Action, Adventure","Kevin Conroy,Dana Delany,Hart Bochner,Stacy Keach",CM
892,893,Astro Boy,2009,94 min,"Animation, Action, Comedy","Freddie Highmore,Nicolas Cage,Kristen Bell,Charlize Theron",CM
893,894,Foodfight!,2012,91 min,"Animation, Action, Comedy","Hilary Duff,Haylie Duff,Charlie Sheen,Eva Longoria",CM
894,895,Higher Power,2018,93 min,"Action, Sci-Fi, Thriller","Colm Feore,Jade Tailor,Ron Eldard,Jordan Hinson",CM
895,896,Starship Troopers: Traitor of Mars,2017,88 min,"Animation, Action, Sci-Fi","Casper Van Dien,Dina Meyer,DeRay Davis,Justin Doran",CM
896,897,Suburban Commando,1991,90 min,"Action, Comedy, Sci-Fi","Hulk Hogan,Christopher Lloyd,Shelley Duvall,Larry Miller",CM
897,898,Frogs,1972,91 min,"Horror, Mystery, Romance","Ray Milland,Sam Elliott,Joan Van Ark,Adam Roarke",CM
898,899,Rakka,2017,22 min,"Short, Horror, Sci-Fi","Sigourney Weaver,Eugene Khumbanyiwa,Robert Hobbs,Carly Pope",CM
899,900,The Neptune Factor,1973,98 min,Sci-Fi,"Ben Gazzara,Walter Pidgeon,Ernest Borgnine,Yvette Mimieux",CM
900,901,Underdog,2007,84 min,"Action, Adventure, Comedy","Peter Dinklage,Jason Lee,Amy Adams,Jim Belushi",CM
901,902,Breeders,1986,77 min,"Horror, Sci-Fi","Teresa Farley,Lance Lewman,Frances Raines,Natalie O'Connell",CM
902,903,Solarbabies,1986,94 min,"Action, Adventure, Drama","Richard Jordan,Jami Gertz,Jason Patric,Lukas Haas",CM
903,904,Batman and Harley Quinn,2017,74 min,"Animation, Action, Adventure","Kevin Conroy,Melissa Rauch,Paget Brewster,Loren Lester",CM
904,905,Class of 1999,1990,99 min,"Action, Horror, Sci-Fi","Bradley Gregg,Traci Lind,Malcolm McDowell,Stacy Keach",CM
905,906,Starship Troopers 3: Marauder,2008,105 min,"Action, Adventure, Sci-Fi","Casper Van Dien,Jolene Blalock,Stephen Hogan,Boris Kodjoe",CM
906,907,Stargate: Continuum,2008,98 min,"Action, Adventure, Drama","Ben Browder,Amanda Tapping,Christopher Judge,Michael Shanks",CM
907,908,Resident Evil: Vendetta,2017,97 min,"Animation, Action, Adventure","Kevin Dorman,Matthew Mercer,Erin Cahill,John DeMita",CM
908,909,Kiss Me Deadly,1955,106 min,"Crime, Film-Noir, Mystery","Ralph Meeker,Albert Dekker,Paul Stewart,Juano Hernandez",CM
909,910,Return of the Living Dead II,1988,89 min,"Comedy, Horror, Sci-Fi","James Karen,Thom Mathews,Michael Kenworthy,Thor Van Lingen",CM
910,911,Multiplicity,1996,117 min,"Comedy, Romance, Sci-Fi","Michael Keaton,Andie MacDowell,Zack Duhame,Katie Schlossberg",CM
911,912,No Escape,1994,118 min,"Action, Drama, Sci-Fi","Ray Liotta,Lance Henriksen,Stuart Wilson,Kevin Dillon",CM
912,913,Stealth,2005,121 min,"Action, Adventure, Sci-Fi","Josh Lucas,Jessica Biel,Jamie Foxx,Sam Shepard",CM
913,914,Nutty Professor II: The Klumps,2000,106 min,"Comedy, Romance, Sci-Fi","Eddie Murphy,Janet Jackson,Larry Miller,John Ales",CM
914,915,The Astronaut's Wife,1999,109 min,"Drama, Sci-Fi, Thriller","Charlize Theron,Johnny Depp,Joe Morton,Clea DuVall",CM
915,916,Alice,2009,184 min,"Adventure, Drama, Fantasy","Caterina Scorsone,Andrew Lee Potts,Matt Frewer,Kathy Bates",CM
916,917,The Congress,2013,122 min,"Animation, Drama, Sci-Fi","Robin Wright,Harvey Keitel,Jon Hamm,Kodi Smit-McPhee",CM
917,918,Diary of the Dead,2007,95 min,"Fantasy, Horror, Sci-Fi","Michelle Morgan,Joshua Close,Shawn Roberts,Todd Schroeder",CM
918,919,Our Man Flint,1966,108 min,"Action, Adventure, Comedy","James Coburn,Lee J. Cobb,Gila Golan,Edward Mulhare",CM
919,920,On the Beach,1959,134 min,"Drama, Romance, Sci-Fi","Gregory Peck,Ava Gardner,Fred Astaire,Anthony Perkins",CM
920,921,D.A.R.Y.L.,1985,99 min,"Family, Sci-Fi","Mary Beth Hurt,Michael McKean,Kathryn Walker,Colleen Camp",CM
921,922,Disturbing Behavior,1998,84 min,"Horror, Mystery, Sci-Fi","James Marsden,Katie Holmes,Nick Stahl,Tobias Mehler",CM
922,923,Zombie Strippers!,2008,94 min,"Comedy, Horror, Sci-Fi","Jenna Jameson,Robert Englund,Roxy Saint,Penny Vital",CM
923,924,DeepStar Six,1989,99 min,"Action, Horror, Sci-Fi","Greg Evigan,Nancy Everhard,Taurean Blacque,Miguel Ferrer",CM
924,925,Dark Angel,1990,91 min,"Action, Crime, Horror","Dolph Lundgren,Brian Benben,Betsy Brantley,Matthias Hues",CM
925,926,Revenge of the Creature,1955,82 min,"Horror, Sci-Fi","John Agar,Lori Nelson,John Bromfield,Nestor Paiva",CM
926,927,Hardware,1990,94 min,"Sci-Fi, Thriller","Dylan McDermott,Stacey Travis,John Lynch,Carl McCoy",CM
927,928,Electric Dreams,1984,95 min,"Comedy, Drama, Music","Lenny von Dohlen,Virginia Madsen,Maxwell Caulfield,Bud Cort",CM
928,929,Jimmy Neutron: Boy Genius,2001,82 min,"Animation, Action, Adventure","Debi Derryberry,Rob Paulsen,Megan Cavanagh,Mark DeCarlo",CM
929,930,Justice League: War,2014,79 min,"Animation, Action, Adventure","Sean Astin,Zach Callison,Christopher Gorham,Justin Kirk",CM
930,931,Baby Geniuses,1999,97 min,"Comedy, Crime, Family","Kathleen Turner,Christopher Lloyd,Kim Cattrall,Peter MacNicol",CM
931,932,The Tommyknockers,1993,181 min,"Horror, Sci-Fi","Jimmy Smits,Marg Helgenberger,John Ashton,Allyce Beasley",CM
932,933,The Breed,2006,91 min,"Action, Adventure, Comedy","Michelle Rodriguez,Oliver Hudson,Taryn Manning,Eric Lively",CM
933,934,The Jurassic Games,2018,86 min,"Action, Adventure, Horror","Ryan Merriman,Perrey Reeves,Adam Hampton,Katie Burgess",CM
934,935,Clockstoppers,2002,94 min,"Action, Adventure, Comedy","Jesse Bradford,French Stewart,Paula Garcs,Michael Biehn",CM
935,936,The X Files: I Want to Believe,2008,104 min,"Drama, Horror, Mystery","David Duchovny,Gillian Anderson,Billy Connolly,Amanda Peet",CM
936,937,The Guyver,1991,88 min,"Action, Comedy, Sci-Fi","Greg Joung Paik,Jimmie Walker,Peter Spellos,Michael Berryman",CM
937,938,Kill Switch,2017,91 min,"Action, Sci-Fi, Thriller","Dan Stevens,Brnice Marlohe,Tygo Gernandt,Charity Wakefield",CM
938,939,Kill Command,2016,99 min,"Action, Horror, Sci-Fi","Thure Lindhardt,Vanessa Kirby,David Ajala,Mike Noble",CM
939,940,Alienator,1990,93 min,"Action, Sci-Fi","Jan-Michael Vincent,John Phillip Law,Ross Hagen,Dyana Ortelli",CM
940,941,The Ice Pirates,1984,91 min,"Action, Adventure, Comedy","Robert Urich,Mary Crosby,Michael D. Roberts,Anjelica Huston",CM
941,942,It Stains the Sands Red,2016,92 min,"Drama, Horror, Sci-Fi","Brittany Allen,Juan Riedinger,Merwin Mondesir,Kristopher Higgins",CM
942,943,Incarnate,2016,91 min,"Fantasy, Horror, Sci-Fi","Aaron Eckhart,Carice van Houten,Catalina Sandino Moreno,David Mazouz",CM
943,944,Cocoon: The Return,1988,116 min,"Adventure, Comedy, Mystery","Don Ameche,Wilford Brimley,Courteney Cox,Hume Cronyn",CM
944,945,It's Alive,2009,80 min,"Horror, Sci-Fi","Bijou Phillips,James Murray,Raphal Coleman,Owen Teale",CM
945,946,Unbelievable!!!!!,2018,105 min,"Comedy, Sci-Fi","Snoop Dogg,Garrett Wang,Chase Masterson,Tim Russ",CM
946,947,Batman: Assault on Arkham,2014,76 min,"Animation, Action, Crime","Kevin Conroy,Neal McDonough,Hynden Walch,Matthew Gray Gubler",CM
947,948,Realive,2016,112 min,"Drama, Sci-Fi","Tom Hughes,Charlotte Le Bon,Oona Chaplin,Barry Ward",CM
948,949,The Shaft,2001,111 min,"Action, Horror, Mystery","James Marshall,Naomi Watts,Eric Thal,Michael Ironside",CM
949,950,Who Am I?,1998,108 min,"Action, Adventure, Comedy","Jackie Chan,Michelle Ferre,Mirai Yamamoto,Ron Smerczak",CM
950,951,Strange Brew,1983,90 min,"Comedy, Crime, Sci-Fi","Rick Moranis,Dave Thomas,Max von Sydow,Paul Dooley",CM
951,952,Universal Soldier: Day of Reckoning,2012,114 min,"Action, Horror, Mystery","Jean-Claude Van Damme,Dolph Lundgren,Scott Adkins,Mariah Bonner",CM
952,953,Invaders from Mars,1986,100 min,"Horror, Sci-Fi","Karen Black,Hunter Carson,Timothy Bottoms,Laraine Newman",CM
953,954,The Suite Life Movie,2011,79 min,"Adventure, Comedy, Crime","Cole Sprouse,Dylan Sprouse,Brenda Song,Debby Ryan",CM
954,955,Village of the Giants,1965,81 min,"Comedy, Sci-Fi","Tommy Kirk,Johnny Crawford,Beau Bridges,Joy Harmon",CM
955,956,Final Fantasy VII: Advent Children,2005,101 min,"Animation, Action, Adventure","Takahiro Sakurai,Ayumi It,Shotaro Morikubo,Maaya Sakamoto",CM
956,957,Alphaville,1965,99 min,"Drama, Mystery, Sci-Fi","Eddie Constantine,Anna Karina,Akim Tamiroff,Valrie Boisgel",CM
957,958,Death Race: Inferno,2013,105 min,"Action, Sci-Fi, Thriller","Luke Goss,Tanit Phoenix Copley,Danny Trejo,Ving Rhames",CM
958,959,Animal,2014,86 min,"Action, Adventure, Horror","Joey Lauren Adams,Elizabeth Gillies,Paul Iacono,Thorsten Kaye",CM
959,960,Comet,2014,91 min,"Comedy, Drama, Romance","Justin Long,Emmy Rossum,Kayla Servi,Eric Winter",CM
960,961,Split Second,1992,90 min,"Action, Crime, Horror","Rutger Hauer,Kim Cattrall,Alastair Duncan,Michael J. Pollard",CM
961,962,This Island Earth,1955,86 min,"Horror, Mystery, Sci-Fi","Jeff Morrow,Faith Domergue,Rex Reason,Lance Fuller",CM
962,963,Richard III,1995,110 min,"Drama, Sci-Fi, War","Ian McKellen,Annette Bening,Christopher Bowen,Edward Jewesbury",CM
963,964,Seconds,1966,106 min,"Sci-Fi, Thriller","Rock Hudson,Frank Campanella,John Randolph,Frances Reid",CM
